Survey name,Availability of dietary data,ISO3,Year,Dietary assessment method,Representativeness,Sample size,Youngest age,Oldest age,Sex,Available dietary factors,FoodEx2 harmonization status,GDD model inclusion?,URL (public surveys only),surveyid,surveyround
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2012,FFQ,National,7209,1,98,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,9
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2011,FFQ,National,7706,1,97,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,8
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2010,FFQ,National,8022,1,98,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,7
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2009,FFQ,National,9393,1,95,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,6
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2008,FFQ,National,8632,1,93,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,5
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2007,FFQ,National,4096,1,103,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,4
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2005,FFQ,National,8983,1,103,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Coffee|Tea|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,3
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,2001,FFQ,National,10075,1,99,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Sugar-Sweetened Beverages|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,2
Korea National Health and Nutrition Examination Survey,Available for Download,KOR,1998,FFQ,National,11321,1,98,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Fruit Juice|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Fruit Juice|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C,,Yes,https://data.mendeley.com/datasets/jc3rwftjnf/1,82,1
"INTERSALT, Pusan",Publicly Available,KOR,1985,Biomarker,Subnational,25,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101010,101010
World-wide consumption of trans fatty acids,Publicly Available,KOR,,Single Recall,National,,0,100,,Trans Fatty Acid|Trans Fatty Acid,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/16713412,100279,100326
Global Student Based Student Health Survey 2011,Publicly Available,KWT,2011,FFQ,National,2648,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/eastmediter/kuwait.htm,5376,1
National Nutrition Survey for the State of Kuwait,,KWT,2008,Single Recall,National,1000,3,100,,Total Energy|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Energy|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium,,Yes,,100123,100160
Kuwait STEPS 2006,,KWT,2006,FFQ,National,1000,20,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100122,100267
Case-Control study of thyroid cancer in Kuwait,Private,KWT,2001,FFQ,National,313,12,73,Male|Female,Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Seafoods|Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Seafoods,,Yes,,202,1
STEP LAO,,LAO,2008,FFQ,Subnational,1000,25,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100125,100268
World Health Survey 2003,Publicly Available,LAO,2003,FFQ,National,3367,17,95,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/107,5379,1
Global Student Based Student Health Survey 2011,Publicly Available,LBN,2011,FFQ,National,2272,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.who.int/ncds/surveillance/gshs/lebanon/en/,5389,1
Socioeconomic and dietary determinants of obesity in Lebanon,Available for Download,LBN,2008,FFQ,National,3037,7,90,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Glycemic Index|Glycemic Load|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Glycemic Index|Glycemic Load,,Yes,,10,1
Global Student Based Student Health Survey 2005,Publicly Available,LBN,2005,FFQ,National,5083,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.who.int/ncds/surveillance/gshs/lebanon/en/,5388,1
Demographic and Health Survey Libreria 2011,Publicly Available,LBR,2011,Biomarker,National,2449,0,4,Male|Female,,,Yes,https://dhsprogram.com/publications/publication-MIS12-MIS-Final-Reports.cfm,5392,1
Demographic and Health Survey Liberia 2009,Publicly Available,LBR,2008,Biomarker,National,3046,0,4,Male|Female,,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-330.cfm,5394,1
Demographic and Health Survey Liberia 2007,Publicly Available,LBR,2006,DHS Questionnaire,National,6897,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-271.cfm,5393,1
Demographic and Health Survey Liberia 1986,Publicly Available,LBR,1986,DHS Questionnaire,National,1628,0,4,Male|Female,Coffee|Total Milk|Coffee|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-7.cfm,5812,1
Libya Global School-based Student Health Survey (GSHS)-2007,Private,LBY,2009,FFQ,National,1000,25,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100131,100269
Global Student Based Student Health Survey 2007,Publicly Available,LBY,2007,FFQ,National,2183,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.who.int/ncds/surveillance/gshs/libya/en/,5395,1
Global Student Based Student Health Survey 2007,Publicly Available,LCA,2007,FFQ,National,1264,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.cdc.gov/gshs/countries/americas/stlucia.htm,5637,1
Cooper et al.,Publicly Available,LCA,1991,Biomarker,Subnational,1089,25,74,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1380786/,101044,101044
Lifestyle patterns and dysglycaemic risk in urban Sri Lankan women,,LKA,2010,FFQ,Local,617,30,45,Female,Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Iron|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Iron|Total Animal Protein,,Yes,,105,1
Global Student Based Student Health Survey 2008,Publicly Available,LKA,2008,FFQ,National,2581,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,https://www.cdc.gov/gshs/countries/seasian/srilanka.htm,5614,1
Sri Lanka Global School-Based Student Health Survey (GSHS)-2007,Private,LKA,2006,FFQ,National,1000,15,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100222,100289
"Abdominal obesity and its association with selected risk factors of coronary heart disease in an adult population in the district of Colombo; MD Thesis (Community Medicine), Postgraduate Institute of Medicine, University of Colombo, Sri Lanka",,LKA,2004,FFQ,Subnational,1000,20,64,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Sugar-Sweetened Beverages|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Sugar-Sweetened Beverages|Total Milk,,Yes,,100221,100011
Nutrition Survey -DRU,Private,LKA,2003,Single Recall,National,488,18,89,Male|Female,Fruits|Non-Starchy Vegetables|Beans and Legumes|Unprocessed Red Meats|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Unprocessed Red Meats|Total Milk,,Yes,,232,1
World Health Survey 2003,Publicly Available,LKA,2003,FFQ,National,6805,18,100,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/97,5615,1
Demographic and Health Survey Lesotho 2014,Publicly Available,LSO,2014,DHS Questionnaire,National,5509,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-462.cfm,5837,1
Demographic and Health Survey Lesotho 2009,Publicly Available,LSO,2009,DHS Questionnaire,National,3347,0,47,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://www.dhsprogram.com/what-we-do/survey/survey-display-317.cfm,5391,1
Demographic and Health Survey Lesotho 2004,Publicly Available,LSO,2004,DHS Questionnaire,National,5772,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-256.cfm,5390,1
Health Behavior in School-Aged Children 2010,Publicly Available,LTU,2010,FFQ,National,5300,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5340,1
"No survey name available, unpubl. Data, data provided by the Institute od Biochemical Research of Kaunas University of Medicine",Private,LTU,2007,Single Recall,National,1000,19,64,,Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium,,Yes,,100133,100128
Health Behavior in School-Aged Children 2006,Publicly Available,LTU,2006,FFQ,National,5601,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5399,1
Health Behavior in School-Aged Children 2002,Publicly Available,LTU,2001,FFQ,National,5644,10.75,16.666666,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5398,1
Health Behavior in School-Aged Children 1998,Publicly Available,LTU,1998,FFQ,National,4513,10.583333,16.333334,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,Yes,http://www.hbsc.org/,5397,1
Nutrition and Lifestlye in the Baltic Republics,Publicly Available,LTU,1997,Single Recall,National,1000,20,65,,Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk,,Yes,http://www.euro.who.int/__data/assets/pdf_file/0008/119672/E67884.PDF,100132,100244
Health Behavior in School-Aged Children 1994,Publicly Available,LTU,1993,FFQ,National,5428,10.42,16.25,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,Yes,http://www.hbsc.org/,5396,1
Health Behavior in School-Aged Children 2010,Publicly Available,LUX,2010,FFQ,National,4045,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5404,1
Health Behavior in School-Aged Children 2006,Publicly Available,LUX,2006,FFQ,National,4265,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5403,1
Luxembourgian Community Health and Nutrition Survey,Publicly Available,LUX,1993,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533762,100134,100190
Health Behavior in School-Aged Children 2010,Publicly Available,LVA,2010,FFQ,National,4238,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5387,1
Health Behavior in School-Aged Children 2006,Publicly Available,LVA,2006,FFQ,National,4205,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5386,1
Latvian Community Health and Nutrition Survey,Publicly Available,LVA,2004,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533762,100129,100189
World Health Survey 2003,Publicly Available,LVA,2003,FFQ,National,789,18,89,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/135,5381,1
Latvian Community Health and Nutrition Survey,Publicly Available,LVA,2003,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533761,100128,100188
Latvian Community Health and Nutrition Survey,Publicly Available,LVA,2002,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533760,100127,100187
Health Behavior in School-Aged Children 2002,Publicly Available,LVA,2001,FFQ,National,3455,10.666667,16.416666,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5385,1
Health Behavior in School-Aged Children 1998,Publicly Available,LVA,1998,FFQ,National,3675,10.583333,16.916666,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,Yes,http://www.hbsc.org/,5384,1
Nutrition and Lifestyle in the Baltic Republics,Publicly Available,LVA,1997,Single Recall,National,1000,19,64,,Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk,,Yes,https://apps.who.int/iris/handle/10665/108255,100126,100243
